"ID","Company","Incident_date","Days_of_the_Wk","Months_of_the_Yr","Years","Contaminant","Type_of_fa","Cause","Site_locat","Latitude","Longitude","LGA","States_affected","Spill_area","MoY","DoW"
"1835","NPDC","2013-05-21","Tue","May","2013","cr"," ","sab","oredo pipeline ologbo between TP 05,06","6.0681667","5.62175","Ikpoba-Okha","ED","la","5","3"
"1836","NAOC","2013-05-21","Tue","May","2013","cr"," ","sab","18"" TEB/BRASS P/L @ OYEREGBENE","4.5015","6.0644444","Southern Ijaw","BY","sw","5","3"
"1837","SPDC","2013-05-22","Wed","May","2013","cr"," ","sab","ADIBAWA NORTH EAST 6"" TESTLINE","5.21325","6.517583","Ahoada-West","RI","la","5","4"
"1838","SPDC","2013-05-22","Wed","May","2013","cr"," ","sab","12"" IMOR T/L @ ODAGWA","4.981889","7.169139","ETCHE, EBERI/OMUMMA","RI","la","5","4"
"1839","NAOC","2013-05-23","Thu","May","2013","cr"," ","sab","OBIAFU 5T F/L @ OMOKU","5.40325","6.6228056","Ogba/Egbema/Ndoni","RI","la","5","5"
"1840","SPDC","2013-05-24","Fri","May","2013","cr"," ","sab","24"" NKPOKU-BOMU T/L @ EGBALOR","4.782194","7.192944","Eleme","RI","la","5","6"
"1841","NAOC","2013-05-24","Fri","May","2013","gs"," ","sab","BENEKU","5.6615833","6.5132222","Ndokwa-East","DE","la","5","6"
"1842","NAOC","2013-05-24","Fri","May","2013","other:"," ","sab","18"" TEB/BRASS P/L @ ELEPA","4.4604444","6.1696944","Nembe","BY","sw","5","6"
"1843","NAOC","2013-05-24","Fri","May","2013","cr"," ","sab","18"" TEB/BRASS P/L @ ELEPA","4.4545833","6.1806667","Nembe","BY","sw","5","6"
"1844","NAOC","2013-05-24","Fri","May","2013","cr"," ","sab","18"" TEB/BRASS P/L @ ELEPA","4.4539722","6.1818333","Nembe","BY","sw","5","6"
"1845","NAOC","2013-05-24","Fri","May","2013","cr"," ","sab","18"" TEB/BRASS P/L @ ELEPA","4.4525278","6.1846389","Nembe","BY","sw","5","6"
"1846","NAOC","2013-05-24","Fri","May","2013","cr"," ","sab","EBOCHA 5T F/L @ EBOCHA","5.4570556","6.6946667","Ogba/Egbema/Ndoni","RI","la","5","6"
"1847","NAOC","2013-05-24","Fri","May","2013","gs"," ","sab","MGBEDE 20T F/L @ EBOCHA","5.4546389","6.7049167","Ogba/Egbema/Ndoni","RI","la","5","6"
"1848","SPDC","2013-05-24","Fri","May","2013","cr"," ","sab","12"" ADIBAWA-OKORDIA D/L @ IKARAMA","5.154972","6.457","Yenagoa","BY","la","5","6"
"1849","NAOC","2013-05-25","Sat","May","2013","other:"," ","sab","OBIAFU 12LS F/L @ OMOKU","5.3840278","6.5642222","Ogba/Egbema/Ndoni","RI","la","5","7"
"1850","NAOC","2013-05-25","Sat","May","2013","other:"," ","sab","TAYLOR CREEEK 2SS F/L @ KALABA","5.1566667","6.4395","Yenagoa","BY","la","5","7"
"1851","SPDC","2013-06-19","Wed","Jun","2013","cr"," ","sab","28"" NKPOKU-BONNY TRANS NIGER PIPELINE @BODO CITY","4.574694","7.254139","Bonny","RI","sw","6","4"
"1852","NAOC","2013-06-20","Thu","Jun","2013","cr"," ","sab","EBOCHA 5TBG FLOWLINE@ OBIRIKOM","5.4469444","6.6599167","Ogba/Egbema/Ndoni","RI","la","6","5"
"1853","NAOC","2013-06-20","Thu","Jun","2013","cr"," ","sab","OBIAFU 14 LS WELLHEAD @ OMOKU","5.3880833","6.5574444","Ogba/Egbema/Ndoni","RI","la","6","5"
"1854","CHEVRON","2013-06-20","Thu","Jun","2013","cr"," ","sab","Makaraba 34 - 1 - 6"", Delta State.","5.7966667","5.4144444"," ","DE","sw","6","5"
"1855","NAOC","2013-06-22","Sat","Jun","2013","cr"," ","sab","EBOCHA 7LS FLOWLINE@ OBIRIKOM","5.4466389","6.6540833","Ogba/Egbema/Ndoni","RI","la","6","7"
"1856","NAOC","2013-06-22","Sat","Jun","2013","cr","pl","sab","18"" TEB/BRASS P/L @ BABEREGBENE","4.5126944","6.0317222","Southern Ijaw","BY","sw","6","7"
"1857","NAOC","2013-06-22","Sat","Jun","2013","cr"," ","sab","TELOR CREEK 2SS FLOWLINE @ KALABA","5.1575556","6.43925","Yenagoa","BY","la","6","7"
"1858","NAOC","2013-06-22","Sat","Jun","2013","cr"," ","sab","TAYLOR CREEK 1T FLOWLINE AT KALABA","5.1531944","6.4425833","Yenagoa","BY","la","6","7"
"1859","NAOC","2013-06-22","Sat","Jun","2013","cr"," ","sab","TALOR CREEK 2SS FLOWLINE @ KALABA","5.1531944","6.4406667","Yenagoa","BY","la","6","7"
"1860","SPDC","2013-06-23","Sun","Jun","2013","cr"," ","sab","30'' NTCL @ BILLE","4.563556","6.919806","Degema","RI"," ","6","1"
"1861","NAOC","2013-06-23","Sun","Jun","2013","cr"," ","sab","18'' TEBIDABA/BRASS @ BABEREGBENE","4.5151389","6.02775","Southern Ijaw","BY","sw","6","1"
"1862","NAOC","2013-06-24","Mon","Jun","2013","cr"," ","sab","18'' OBAMA/BRASS PIPELINE@ OLUGUAMA","4.5666389","6.2713889","Nembe","BY","sw","6","2"
"1863","NAOC","2013-06-24","Mon","Jun","2013","cr"," ","sab","18'' OBAMA/BRASS PIPELIN @ ADIKIAMA","4.526","6.25675","Nembe","BY","sw","6","2"
"1864","SPDC","2013-06-25","Tue","Jun","2013","cr"," ","sab","20"" RUMUEKPE-NKPOKU P/L @ OMUWOJIEWHOR IBAA","4.9548056","6.7934167","Emuoha","RI","la","6","3"
"1865","NAOC","2013-06-25","Tue","Jun","2013","cr"," ","sab","OGBEGENE 1LS FLOWLINE@ OGBOGENE","5.4428611","6.5828889","Ogba/Egbema/Ndoni","RI","sw","6","3"
"1866","NAOC","2013-06-25","Tue","Jun","2013","cr"," ","sab","18'' TEBIDABA/BRASS @ KAMBORO","4.5480278","5.9408056","Southern Ijaw","BY","sw","6","3"
"1867","SPDC","2013-06-25","Tue","Jun","2013","cr"," ","sab","OTUMARA","5.566806","5.204389","Warri-South-West","DE"," ","6","3"
"1868","NAOC","2013-06-26","Wed","Jun","2013","other:"," ","sab","TAYLOR CREEK 2SS F/L @ AKINIMA","5.1031667","6.4804722","Ahoada West","RI","la","6","4"
"1869","CHEVRON","2013-06-26","Wed","Jun","2013","cr","fl","sab","Abiteye Jacket 9 - 1 - 4, Warri South West L.G.A., Delta State.","5.6819444","5.2711111","Warri-South-West","DE","sw","6","4"
"1870","NAOC","2013-06-27","Thu","Jun","2013","cr"," ","sab","18"" Tebidaba/Brass pipeline@Oyeregbene","4.5018333","6.064","Southern Ijaw","BY","sw","6","5"
"1871","NAOC","2013-06-27","Thu","Jun","2013","cr"," ","sab","18"" TEB/BRASS P/L @ OYEREGBENE","4.5017778","6.0638333","Southern Ijaw","BY","sw","6","5"
"1872","NPDC","2013-06-28","Fri","Jun","2013","cr"," ","sab","ORONI WELL 3 & 7 F/L @ IGBIDE","5.3593056","6.1548333","Isoko South","DE","sw","6","6"
"1873","SPDC","2013-06-28","Fri","Jun","2013","cr"," ","sab","36"" TNPL @ ENEKA","4.898833","7.051028","Obio/Akpor","RI","la","6","6"
"1874","NAOC","2013-06-29","Sat","Jun","2013","cr"," ","sab","TAYLOR CREEK 2LS FLOWLINE @ OSHIE","5.1033333","6.4850278","Ahoada-West","RI","la","6","7"
"1875","NAOC","2013-06-29","Sat","Jun","2013","cr"," ","sab","18"" TEB/BRASS P/L @ MBIKIBA","4.4906389","6.0872222","Brass","BY","sw","6","7"
"1876","SPDC","2013-06-29","Sat","Jun","2013","cr"," ","sab","12"" 16'' IMO RIVER PIPELINE @ OGALE","4.820278","7.154222","Eleme","RI","la","6","7"
"1877","SPDC","2013-06-29","Sat","Jun","2013","cr"," ","sab","28"" BOMU-BONNY TNP AT BODO WEST","4.587028","7.256472","GOKANA","RI","sw","6","7"
"1878","NAOC","2013-06-29","Sat","Jun","2013","cr"," ","sab","OBIAFOR 27T FLOWLINE@ OMOKU","5.4152222","6.6110556","Ogba/Egbema/Ndoni","RI","la","6","7"
"1879","SPDC","2013-06-29","Sat","Jun","2013","cr"," ","sab","12"" OGUTA D/L @ OBIAKPU","5.558639","6.761583","Ohaji/Egbema","IM","la","6","7"
"1880","ADDAX","2013-06-30","Sun","Jun","2013","cr"," ","sab","IZOMBE EBOCHA P/L","5.4916389","6.7056944","Ohaji/Egbema","RI","la","6","1"
"1881","NAOC","2013-06-30","Sun","Jun","2013","cr"," ","sab","18"" TEB/BRASS P/L @ OYEREGBENE","4.5066944","6.0503889","Southern Ijaw","BY","sw","6","1"
"1882","SPDC","2013-07-01","Mon","Jul","2013","cr"," ","sab","IMO RIVER WELL 2S F/L AT IGIRIUKWU","4.980139","7.183444","Etche","RI","la","7","2"
"1883","PPMC","2013-07-01","Mon","Jul","2013","re"," ","sab","ADEJE SYSTEM 2A PPL","5.6895278","5.7615556","Okpe","DE","la","7","2"
"1884","NAOC","2013-07-02","Tue","Jul","2013","gs"," ","sab","AKRI 4SS F/L @ AKRI","5.6305","6.6713889","Oguta","IM","la","7","3"
"1885","NAOC","2013-07-02","Tue","Jul","2013","cr"," ","sab","18"" TEB/BRASS P/L @ KALATORU","4.5434722","5.9573056","Southern Ijaw","BY","sw","7","3"
"1886","SPDC","2013-07-02","Tue","Jul","2013","cr"," ","sab","OTUMARA","5.633306","5.158083","Warri-South-West","DE"," ","7","3"
"1887","NAOC","2013-07-03","Wed","Jul","2013","cr"," ","sab","OBIAFU 5T WELLHEAD @ OMOKU","5.4265","6.5945278","Ogba/Egbema/Ndoni","RI","la","7","4"
"1888","NAOC","2013-07-03","Wed","Jul","2013","cr"," ","sab","18"" TEB/BRASS P/L @ IGBEMATORU","4.5369444","5.98","Southern Ijaw","BY","sw","7","4"
"1889","NAOC","2013-07-03","Wed","Jul","2013","cr"," ","sab","18"" TEB/BRASS P/L @ IGBEMATORU","4.5282778","6.0035","Southern Ijaw","BY","sw","7","4"
"1890","SPDC","2013-07-04","Thu","Jul","2013","cr"," ","sab","6"" OBIGBO NORTH D/L @ OGALE","4.830722","7.155472","Eleme","RI","la","7","5"
"1891","SPDC","2013-07-04","Thu","Jul","2013","cr"," ","sab","24"" NKPOKU-BOMU TNP@ RUMUOWGWU-ENEKA","4.895722","7.054806","Obio/Akpor","RI","la","7","5"
"1892","PPMC","2013-07-04","Thu","Jul","2013","cr"," ","sab","KOKOLOGHENE","5.572","5.6376389","Warri-South","DE","la","7","5"
"1893","NAOC","2013-07-05","Fri","Jul","2013","cr"," ","sab","18'' TEBIDABA/BRASS PIPELINE @ IGBEMATORU,","4.5370833","5.9795833","Southern Ijaw","BY","sw","7","6"
"1894","NAOC","2013-07-05","Fri","Jul","2013","cr"," ","sab","18'' TEBIDABA/BRASS PIPELINE @ IGBEMATORU","4.5348611","5.9873889","Southern Ijaw","BY","sw","7","6"
"1895","NAOC","2013-07-05","Fri","Jul","2013","cr"," ","sab","18''TEBIDABA/ BRASS PIPELINE@ OYEREGBENE","4.5049167","6.0566111","Southern Ijaw","BY","sw","7","6"
"1896","NAOC","2013-07-07","Sun","Jul","2013","cr"," ","sab","14''AKRI/EOC PIPELINE @ MMAHU(ATAKU)","5.5852778","6.7003333","Ohaji/Egbema","IM","la","7","1"
"1897","NAOC","2013-07-08","Mon","Jul","2013","cr"," ","sab","18'' TEBIDABA/BRASS PIPELINE @ BABEREGBENE BAYELSA STATE","4.51925","6.0211944","Southern Ijaw","BY","sw","7","2"
"1898","NAOC","2013-07-08","Mon","Jul","2013","cr"," ","sab","18'' TEBIDABA/BRASS PIPELINE @ BABEREGBENE","4.51925","6.0211944","Southern Ijaw","BY","sw","7","2"
"1899","SPDC","2013-07-08","Mon","Jul","2013","cr"," ","sab","12"" ADIBAWA-OKORDIA D/L @ IKARAMA","5.16575","6.470528","Yenagoa","BY","sw","7","2"
"1900","SPDC","2013-07-09","Tue","Jul","2013","cr"," ","sab","20'', 36'' RUMUEKPE-NKPOKU PIPELINE@ IBAA","4.95375","6.833","Emuoha","RI","la","7","3"
"1901","CHEVRON","2013-07-09","Tue","Jul","2013","cr","pl","sab","Olero - Opuekeba 12"" pipeline @ Ogbudugbudu, Delta State.","5.8858333","5.1333333","Warri-North","DE","sw","7","3"
"1902","NAOC","2013-07-09","Tue","Jul","2013","cr"," ","sab","TAYLOR CREEK 2LsFLOWLINE @ IKARAMA, BAYELSA STATE","5.1653056","6.4407778","Yenagoa","BY","la","7","3"
"1903","NAOC","2013-07-09","Tue","Jul","2013","gs"," ","sab","TAYLOR CREEK 2Ss FLOWLINE @ IKARAMA","5.1638889","6.4398056","Yenagoa","BY","la","7","3"
